DateTime,From,To,Quantity,Method
01/28/2022 3:09:26 PM,0x81aced167afc56155c0d689d6e87210ff0101e04,0x88b75a04fb637abece152a2f92e7d121591b9135,0.615,Atomic Match_
01/30/2022 4:54:16 PM,0x81aced167afc56155c0d689d6e87210ff0101e04,0x0fc67f461d0cb353bafe70c6728618a73a53cc9b,0.675,Atomic Match_
05/21/2022 6:14:58 PM,0xdfdf84311f259ba7647ade52f0cb1faece50c802,0x81aced167afc56155c0d689d6e87210ff0101e04,0.15,Atomic Match_
05/21/2022 6:14:58 PM,0x81aced167afc56155c0d689d6e87210ff0101e04,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,0.01875,Atomic Match_
